image_id,file_name,video_id,occluded,camera_angle,distance,lighting,motion_blur,background_similarity,object_near_person,object_on_floor,previous_detector_missed,annotation_status
6490,0000115_01031_d_0000082.jpg,visdrone-val-0000115,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6491,0000154_00001_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6492,0000154_00401_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6493,0000154_00801_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6494,0000154_01201_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6495,0000154_01601_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6496,0000154_02001_d_0000001.jpg,visdrone-val-0000154,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6497,0000194_00000_d_0000119.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6498,0000194_00200_d_0000120.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6499,0000194_00399_d_0000121.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6500,0000194_00625_d_0000122.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6501,0000194_00800_d_0000123.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6502,0000194_00998_d_0000124.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6503,0000194_01192_d_0000125.jpg,visdrone-val-0000194,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6504,0000244_00001_d_0000001.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6505,0000244_00500_d_0000002.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6506,0000244_01000_d_0000003.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6507,0000244_01500_d_0000004.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6508,0000244_02000_d_0000005.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6509,0000244_02500_d_0000006.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6510,0000244_03000_d_0000007.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6511,0000244_03500_d_0000008.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6512,0000244_04000_d_0000009.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6513,0000244_04400_d_0000010.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6514,0000244_04900_d_0000011.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6515,0000244_05400_d_0000012.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6516,0000244_05900_d_0000013.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6517,0000244_06388_d_0000014.jpg,visdrone-val-0000244,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6518,0000291_00001_d_0000868.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6519,0000291_00201_d_0000869.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6520,0000291_00401_d_0000870.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6521,0000291_00601_d_0000871.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6522,0000291_01001_d_0000873.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6523,0000291_01201_d_0000874.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6524,0000291_01401_d_0000875.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6525,0000291_01601_d_0000876.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6526,0000291_01801_d_0000877.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6527,0000291_02001_d_0000878.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6528,0000291_02201_d_0000879.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6529,0000291_02601_d_0000881.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6530,0000291_03201_d_0000884.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6531,0000291_03401_d_0000885.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6532,0000291_03601_d_0000886.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6533,0000291_03801_d_0000887.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6534,0000291_04001_d_0000888.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6535,0000291_04201_d_0000889.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6536,0000291_04401_d_0000890.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6537,0000291_05001_d_0000892.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6538,0000291_05201_d_0000893.jpg,visdrone-val-0000291,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6539,0000300_03201_d_0000154.jpg,visdrone-val-0000300,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6540,0000303_03401_d_0000200.jpg,visdrone-val-0000303,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6541,0000316_00001_d_0000519.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6542,0000316_00201_d_0000520.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6543,0000316_00401_d_0000521.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6544,0000316_00601_d_0000522.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6545,0000316_00801_d_0000523.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6546,0000316_01001_d_0000524.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6547,0000316_01201_d_0000525.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6548,0000316_01401_d_0000526.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6549,0000316_01601_d_0000527.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6550,0000316_01801_d_0000528.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6551,0000316_02001_d_0000529.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6552,0000316_02201_d_0000530.jpg,visdrone-val-0000316,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6553,0000335_00001_d_0000043.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6554,0000335_00197_d_0000044.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6555,0000335_00393_d_0000045.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6556,0000335_00589_d_0000046.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6557,0000335_00785_d_0000047.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6558,0000335_00981_d_0000048.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6559,0000335_01765_d_0000052.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6560,0000335_01961_d_0000053.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6561,0000335_02353_d_0000055.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6562,0000335_02549_d_0000056.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6563,0000335_02745_d_0000057.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6564,0000335_03137_d_0000059.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6565,0000335_03333_d_0000060.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6566,0000335_03725_d_0000062.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6567,0000335_03921_d_0000063.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6568,0000335_04117_d_0000064.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6569,0000335_04313_d_0000065.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6570,0000335_05097_d_0000069.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6571,0000335_05685_d_0000072.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6572,0000335_06469_d_0000076.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6573,0000335_06665_d_0000077.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6574,0000335_06861_d_0000078.jpg,visdrone-val-0000335,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6575,0000342_00393_d_0000244.jpg,visdrone-val-0000342,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6576,0000348_00589_d_0000409.jpg,visdrone-val-0000348,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6577,0000348_03333_d_0000423.jpg,visdrone-val-0000348,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6578,0000356_00589_d_0000632.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6579,0000356_01177_d_0000635.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6580,0000356_01569_d_0000637.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6581,0000356_01765_d_0000638.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6582,0000356_01961_d_0000639.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6583,0000356_02157_d_0000640.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6584,0000356_02353_d_0000641.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6585,0000356_02745_d_0000643.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6586,0000356_02941_d_0000644.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6587,0000356_03333_d_0000646.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6588,0000356_03529_d_0000647.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6589,0000356_03725_d_0000648.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6590,0000356_03921_d_0000649.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6591,0000356_04117_d_0000650.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
6592,0000356_04313_d_0000651.jpg,visdrone-val-0000356,True,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PENDING_MANUAL_REVIEW
